1e-05	1e-05	0.0168865
1e-05	1.15878e-05	0.0168865
1e-05	1.34276e-05	0.0168865
1e-05	1.55597e-05	0.0168865
1e-05	1.80302e-05	0.0168865
1e-05	2.0893e-05	0.0168865
1e-05	2.42103e-05	0.0168865
1e-05	2.80543e-05	0.0168865
1e-05	3.25087e-05	0.0168865
1e-05	3.76704e-05	0.0168865
1e-05	4.36516e-05	0.0168865
1e-05	5.05825e-05	0.0168865
1e-05	5.86138e-05	0.0168865
1e-05	6.79204e-05	0.0168865
1e-05	7.87046e-05	0.0168865
1e-05	9.12011e-05	0.0168865
1e-05	0.000105682	0.0168865
1e-05	0.000122462	0.0168865
1e-05	0.000141906	0.0168865
1e-05	0.000164437	0.0168865
1e-05	0.000190546	0.0168865
1e-05	0.0002208	0.0168865
1e-05	0.000255859	0.0168865
1e-05	0.000296483	0.0168865
1e-05	0.000343558	0.0168865
1e-05	0.000398107	0.0168865
1e-05	0.000461318	0.0168865
1e-05	0.000534564	0.0168865
1e-05	0.000619441	0.0168865
1e-05	0.000717794	0.0168865
1e-05	0.000831764	0.0168865
1e-05	0.000963829	0.0168865
1e-05	0.00111686	0.0168865
1e-05	0.0012942	0.0168865
1e-05	0.00149968	0.0168865
1e-05	0.0017378	0.0168865
1e-05	0.00201372	0.0168865
1e-05	0.00233346	0.0168865
1e-05	0.00270396	0.0168865
1e-05	0.00313329	0.0168865
1e-05	0.00363078	0.0168865
1e-05	0.00420727	0.0168865
1e-05	0.00487528	0.0168864
1e-05	0.00564937	0.0168864
1e-05	0.00654636	0.0168864
1e-05	0.00758578	0.0168863
1e-05	0.00879023	0.0168863
1e-05	0.0101859	0.0168862
1e-05	0.0118032	0.0168861
1e-05	0.0136773	0.0168859
1e-05	0.0158489	0.0168857
1e-05	0.0183654	0.0168855
1e-05	0.0212814	0.0168851
1e-05	0.0246604	0.0168846
1e-05	0.0285759	0.016884
1e-05	0.0331131	0.0168831
1e-05	0.0383707	0.016882
1e-05	0.0444631	0.0168804
1e-05	0.0515229	0.0168783
1e-05	0.0597035	0.0168755
1e-05	0.0691831	0.0168718
1e-05	0.0801678	0.0168667
1e-05	0.0928966	0.0168599
1e-05	0.107647	0.0168506
1e-05	0.124738	0.0168382
1e-05	0.144544	0.0168214
1e-05	0.167494	0.0167987
1e-05	0.194089	0.0167678
1e-05	0.224905	0.0167256
1e-05	0.260615	0.0166677
1e-05	0.301995	0.0165876
1e-05	0.349945	0.0164755
1e-05	0.405509	0.0163163
1e-05	0.469894	0.0160848
1e-05	0.544503	0.0157367
1e-05	0.630957	0.0151851
1e-05	0.731139	0.0142292
1e-05	0.847227	0.0122509
1e-05	0.981748	0.00479237
1.25893e-05	1e-05	0.0168864
1.25893e-05	1.15878e-05	0.0168864
1.25893e-05	1.34276e-05	0.0168864
1.25893e-05	1.55597e-05	0.0168864
1.25893e-05	1.80302e-05	0.0168864
1.25893e-05	2.0893e-05	0.0168864
1.25893e-05	2.42103e-05	0.0168864
1.25893e-05	2.80543e-05	0.0168864
1.25893e-05	3.25087e-05	0.0168864
1.25893e-05	3.76704e-05	0.0168864
1.25893e-05	4.36516e-05	0.0168864
1.25893e-05	5.05825e-05	0.0168864
1.25893e-05	5.86138e-05	0.0168864
1.25893e-05	6.79204e-05	0.0168864
1.25893e-05	7.87046e-05	0.0168864
1.25893e-05	9.12011e-05	0.0168864
1.25893e-05	0.000105682	0.0168864
1.25893e-05	0.000122462	0.0168864
1.25893e-05	0.000141906	0.0168864
1.25893e-05	0.000164437	0.0168864
1.25893e-05	0.000190546	0.0168864
1.25893e-05	0.0002208	0.0168864
1.25893e-05	0.000255859	0.0168864
1.25893e-05	0.000296483	0.0168864
1.25893e-05	0.000343558	0.0168864
1.25893e-05	0.000398107	0.0168864
1.25893e-05	0.000461318	0.0168864
1.25893e-05	0.000534564	0.0168864
1.25893e-05	0.000619441	0.0168864
